City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Avarua,CK,-21.2078,-159.775,80.65,65,20,12.66,few clouds
1,Albany,US,42.6001,-73.9662,40.8,63,100,4.97,overcast clouds
2,Atar,MR,20.5169,-13.0499,82.2,22,99,3.8,overcast clouds
3,Saint-Philippe,RE,-21.3585,55.7679,74.75,78,34,10.29,scattered clouds
4,Aykhal,RU,66.0,111.5,-20.67,100,100,6.49,overcast clouds
5,Gornopravdinsk,RU,60.05,69.9,21.09,93,100,9.4,overcast clouds
6,Cabo San Lucas,MX,22.8909,-109.9124,74.52,75,1,5.01,clear sky
7,Kavieng,PG,-2.5744,150.7967,82.72,74,93,8.43,light rain
8,Yatou,CN,37.15,122.3833,55.92,73,99,15.28,overcast clouds
9,Katherine,AU,-14.4667,132.2667,95.32,38,75,6.91,broken clouds
10,Katobu,ID,-4.9408,122.5276,87.71,64,60,3.8,broken clouds
11,Mareeba,AU,-17.0,145.4333,89.44,42,0,8.52,clear sky
12,Busselton,AU,-33.65,115.3333,74.77,47,100,10.94,overcast clouds
13,Biltine,TD,14.5333,20.9167,72.91,23,0,16.06,clear sky
14,Nikolskoye,RU,59.7035,30.7861,35.49,91,95,5.55,overcast clouds
15,Kaitangata,NZ,-46.2817,169.8464,58.44,67,100,8.34,moderate rain
16,Ushuaia,AR,-54.8,-68.3,33.46,93,90,24.16,light snow
17,Castro,BR,-24.7911,-50.0119,54.3,98,26,7.54,scattered clouds
18,Auki,SB,-8.7676,160.7034,83.25,74,58,4.27,broken clouds
19,Naze,JP,28.3667,129.4833,72.52,75,94,13.89,overcast clouds
20,Qaanaaq,GL,77.484,-69.3632,-8.68,71,0,6.93,clear sky
21,Leningradskiy,RU,69.3833,178.4167,-12.69,88,5,3.2,clear sky
22,Saint-Joseph,RE,-21.3667,55.6167,73.76,70,18,5.91,few clouds
23,Ixtapa,MX,20.7,-105.2,78.03,78,1,2.3,clear sky
24,Salalah,OM,17.0151,54.0924,73.89,71,5,2.62,clear sky
25,Bluff,NZ,-46.6,168.3333,55.65,86,100,13.89,moderate rain
26,Ocosingo,MX,17.0667,-92.25,60.51,99,63,0.76,broken clouds
27,Fushe-Arrez,AL,42.0622,20.0167,42.67,81,0,4.94,clear sky
28,Dudinka,RU,69.4058,86.1778,-12.69,83,13,11.23,few clouds
29,Rawlins,US,41.7911,-107.2387,34.36,55,90,13.8,overcast clouds
30,Thompson,CA,55.7435,-97.8558,12.36,79,75,8.05,light snow
31,Coquimbo,CL,-29.9533,-71.3436,56.93,94,75,6.91,broken clouds
32,Jamestown,US,42.097,-79.2353,42.39,59,75,4.0,broken clouds
33,Yellowknife,CA,62.456,-114.3525,-2.7,88,20,5.75,few clouds
34,Eslov,SE,55.8393,13.3039,47.64,89,99,11.3,overcast clouds
35,Carnarvon,AU,-24.8667,113.6333,69.87,88,75,11.5,light rain
36,Lebu,CL,-37.6167,-73.65,52.75,92,11,16.69,few clouds
37,Tuktoyaktuk,CA,69.4541,-133.0374,1.08,93,100,1.86,overcast clouds
38,Vaini,TO,-21.2,-175.2,86.16,79,40,6.91,scattered clouds
39,Dikson,RU,73.5069,80.5464,-9.4,81,48,16.17,scattered clouds
40,San Patricio,US,28.017,-97.5169,74.01,85,0,8.5,clear sky
41,Northam,GB,51.0333,-4.2167,49.6,79,100,18.16,overcast clouds
42,Hithadhoo,MV,-0.6,73.0833,79.38,86,100,15.37,moderate rain
43,Tasiilaq,GL,65.6145,-37.6368,30.36,95,100,10.4,light snow
44,Kloulklubed,PW,7.0419,134.2556,82.9,74,97,13.85,overcast clouds
45,Alyangula,AU,-13.8483,136.4192,94.87,41,40,10.36,scattered clouds
46,Fairbanks,US,64.8378,-147.7164,-9.4,69,1,0.0,clear sky
47,Coihaique,CL,-45.5752,-72.0662,53.55,82,20,6.91,light rain
48,Ossora,RU,59.2353,163.0719,28.99,80,100,11.63,light snow
49,Victoria,HK,22.2855,114.1577,78.96,83,12,4.0,few clouds
50,Port Alfred,ZA,-33.5906,26.891,63.45,88,99,17.0,light rain
51,Ziniare,BF,12.5822,-1.2983,71.64,17,0,9.75,clear sky
52,Hilo,US,19.7297,-155.09,80.33,80,90,9.22,overcast clouds
53,Atuona,PF,-9.8,-139.0333,78.58,76,10,13.4,clear sky
54,Cherskiy,RU,68.75,161.3,-21.5,100,98,1.41,overcast clouds
55,Constantine,DZ,36.365,6.6147,49.41,87,75,3.44,broken clouds
56,Sorland,NO,67.667,12.6934,36.73,60,100,30.98,overcast clouds
57,Meulaboh,ID,4.1363,96.1285,75.49,94,100,5.66,overcast clouds
58,Cape Town,ZA,-33.9258,18.4232,64.11,67,0,2.3,clear sky
59,Bredasdorp,ZA,-34.5322,20.0403,62.28,80,100,14.5,overcast clouds
60,Maniitsoq,GL,65.4167,-52.9,32.97,83,100,30.4,light snow
61,Hami,CN,42.8,93.45,28.98,36,0,3.02,clear sky
62,Keetmanshoop,NA,-26.5833,18.1333,61.74,44,1,10.96,clear sky
63,Rikitea,PF,-23.1203,-134.9692,73.94,58,24,3.27,few clouds
64,Punta Arenas,CL,-53.15,-70.9167,41.11,60,40,24.16,scattered clouds
65,Saskylakh,RU,71.9167,114.0833,-14.12,97,99,4.25,overcast clouds
66,Seoul,KR,37.5683,126.9778,53.17,68,75,4.61,haze
67,Krasnoselkup,RU,65.7,82.4667,-1.14,93,100,20.67,overcast clouds
68,Bethel,US,41.3712,-73.414,44.96,73,1,0.0,clear sky
69,Guerrero Negro,MX,27.9769,-114.0611,62.83,84,100,10.74,overcast clouds
70,Mehamn,NO,71.0357,27.8492,27.68,66,100,22.68,light snow
71,Nanortalik,GL,60.1432,-45.2371,36.75,99,100,7.2,moderate rain
72,Lorengau,PG,-2.0226,147.2712,86.45,60,20,6.13,few clouds
73,Mar Del Plata,AR,-38.0023,-57.5575,74.08,63,0,3.0,clear sky
74,Linguere,SN,15.3953,-15.1193,81.34,22,6,11.16,clear sky
75,New Norfolk,AU,-42.7826,147.0587,70.66,40,36,1.99,scattered clouds
76,Grindavik,IS,63.8424,-22.4338,32.47,93,90,19.57,light snow
77,Tiksi,RU,71.6872,128.8694,-8.23,91,100,6.93,overcast clouds
78,Georgetown,MY,5.4112,100.3354,85.89,81,20,5.01,few clouds
79,Puerto Ayora,EC,-0.7393,-90.3518,69.1,82,66,8.48,broken clouds
80,Carutapera,BR,-1.195,-46.02,79.18,84,15,6.55,few clouds
81,Pangnirtung,CA,66.1451,-65.7125,6.75,93,92,2.98,overcast clouds
82,Cidreira,BR,-30.1811,-50.2056,64.71,76,0,16.24,clear sky
83,Aklavik,CA,68.2191,-135.0107,0.43,93,100,4.34,overcast clouds
84,Port Hawkesbury,CA,45.6169,-61.3485,38.79,72,90,5.01,overcast clouds
85,Kahului,US,20.8947,-156.47,85.26,72,40,6.91,scattered clouds
86,Kazachinskoye,RU,57.6953,93.2761,15.6,94,100,5.77,light snow
87,Yar-Sale,RU,66.8333,70.8333,8.87,94,100,16.4,light snow
88,Morros,BR,-9.4467,-46.3003,75.27,70,12,4.41,few clouds
89,Arraial Do Cabo,BR,-22.9661,-42.0278,70.63,72,93,12.48,overcast clouds
90,Minsk,BY,53.9,27.5667,37.15,91,100,11.25,overcast clouds
91,Provideniya,RU,64.3833,-173.3,5.34,74,0,8.79,clear sky
92,Mikkeli,FI,61.6886,27.2723,32.11,93,90,4.61,overcast clouds
93,Mapiripan,CO,2.8892,-72.1256,72.21,97,100,7.81,overcast clouds
94,Yining,CN,29.0361,114.5636,56.88,95,100,4.09,overcast clouds
95,Murgeni,RO,46.2044,28.0197,42.91,81,8,4.36,clear sky
96,Lazaro Cardenas,MX,17.9583,-102.2,77.14,78,2,2.86,clear sky
97,Khani,GE,41.9563,42.9566,36.97,97,99,2.28,overcast clouds
98,Chitipa,MW,-9.7024,33.2697,66.07,68,29,6.15,scattered clouds
99,Kupang,ID,-10.1667,123.5833,88.38,74,40,5.75,scattered clouds
100,Sikonge,TZ,-5.6333,32.7667,66.94,75,92,3.02,light rain
101,Kapaa,US,22.0752,-159.319,80.92,76,20,5.75,light rain
102,Kholmy,UA,51.871,32.6006,37.53,96,98,10.09,overcast clouds
103,Hobart,AU,-42.8794,147.3294,67.12,58,40,6.91,scattered clouds
104,Progreso,MX,21.2833,-89.6667,77.11,84,100,12.64,overcast clouds
105,Klyuchi,RU,52.2667,79.1667,16.32,73,100,15.01,overcast clouds
106,Xifeng,CN,42.7372,124.7222,32.36,75,100,3.24,light snow
107,Chuy,UY,-33.6971,-53.4616,61.14,81,0,4.27,clear sky
108,Kieta,PG,-6.2167,155.6333,84.04,69,30,3.94,light rain
109,Kenai,US,60.5544,-151.2583,17.15,81,1,9.22,clear sky
110,Anadyr,RU,64.75,177.4833,-14.3,76,0,11.18,clear sky
111,Sibu,MY,2.3,111.8167,86.31,79,20,3.0,few clouds
112,Nouadhibou,MR,20.931,-17.0347,71.58,78,100,10.36,overcast clouds
113,Mataura,NZ,-46.1927,168.8643,57.87,86,100,6.67,light rain
114,Lagoa,PT,39.05,-27.9833,64.17,77,100,30.36,overcast clouds
115,Mahebourg,MU,-20.4081,57.7,78.26,83,40,9.22,light rain
116,Umba,RU,66.6871,34.3429,27.9,84,100,13.87,overcast clouds
117,Port Elizabeth,ZA,-33.918,25.5701,65.1,77,90,14.97,overcast clouds
118,Sakaiminato,JP,35.55,133.2333,57.18,67,75,3.44,broken clouds
119,Barrow,US,71.2906,-156.7887,3.22,78,90,11.5,mist
120,Boende,CD,-0.2167,20.8667,69.24,99,100,0.09,light rain
121,Prince George,CA,53.9166,-122.753,35.26,81,40,12.66,scattered clouds
122,Vertou,FR,47.1687,-1.4693,42.49,93,90,4.61,overcast clouds
123,Maneadero,MX,31.7167,-116.5667,60.1,86,100,1.01,overcast clouds
124,Namibe,AO,-15.1961,12.1522,67.03,80,96,5.79,overcast clouds
125,Yerbogachen,RU,61.2767,108.0108,-0.62,89,100,2.55,overcast clouds
126,Castellammare Del Golfo,IT,38.0188,12.8858,57.94,83,0,2.42,clear sky
127,Pinhao,BR,-25.6956,-51.6597,56.98,97,9,3.96,clear sky
128,Codrington,AU,-38.2667,141.9667,60.51,60,26,13.62,scattered clouds
129,Geraldton,AU,-28.7667,114.6,74.12,68,90,18.41,overcast clouds
130,Broome,US,42.2506,-75.833,39.61,66,1,1.99,clear sky
131,Kavaratti,IN,10.5669,72.642,80.85,78,66,12.19,broken clouds
132,Upernavik,GL,72.7868,-56.1549,8.82,73,100,6.98,overcast clouds
133,Clyde River,CA,70.4692,-68.5914,5.23,92,89,9.22,light snow
134,Kulhudhuffushi,MV,6.6221,73.07,81.84,68,97,15.26,overcast clouds
135,Acara,BR,-1.9608,-48.1967,73.99,99,56,1.99,broken clouds
136,Torbay,CA,47.6666,-52.7314,36.75,87,75,14.97,light rain
137,Tucurui,BR,-3.7661,-49.6725,72.03,96,98,1.7,overcast clouds
138,Yulara,AU,-25.2406,130.9889,76.84,47,27,14.97,scattered clouds
139,Saint George,US,37.1041,-113.5841,59.59,35,1,4.0,clear sky
140,Iqaluit,CA,63.7506,-68.5145,10.13,78,90,5.99,overcast clouds
141,Kununurra,AU,-15.7667,128.7333,96.78,41,70,9.22,broken clouds
142,Ribeira Grande,PT,38.5167,-28.7,65.03,81,100,31.85,overcast clouds
143,Hastings,GB,50.8552,0.5729,49.91,83,100,14.27,overcast clouds
144,Soldotna,US,60.4878,-151.0583,17.08,82,1,4.61,clear sky
145,Vardo,NO,70.3705,31.1107,30.27,71,100,27.87,light snow
146,Chokurdakh,RU,70.6333,147.9167,-18.26,100,97,5.84,overcast clouds
147,Ancud,CL,-41.8697,-73.8203,54.43,95,98,5.77,overcast clouds
148,Abu Samrah,SY,35.3029,37.1841,53.85,87,98,8.5,overcast clouds
149,Lerwick,GB,60.1545,-1.1494,41.0,64,84,22.26,broken clouds
150,Egvekinot,RU,66.3167,-179.1667,-2.0,73,0,9.55,clear sky
151,Severo-Kurilsk,RU,50.6789,156.125,36.07,98,99,15.14,light rain
152,Tibacuy,CO,4.3511,-72.4564,73.83,93,100,12.35,overcast clouds
153,Vallenar,CL,-28.5708,-70.7581,66.83,50,0,1.39,clear sky
154,Eureka,US,40.8021,-124.1637,49.93,70,18,1.01,few clouds
155,Zimovniki,RU,47.1483,42.4633,41.97,73,46,18.16,scattered clouds
156,Touros,BR,-5.1989,-35.4608,77.9,72,95,13.22,overcast clouds
157,Parati,BR,-23.2178,-44.7131,67.12,97,100,0.43,overcast clouds
158,Maragogi,BR,-9.0122,-35.2225,78.12,78,48,10.67,scattered clouds
159,Coahuayana,MX,18.7333,-103.6833,74.07,70,6,4.29,clear sky
160,Mount Hagen,PG,-5.8581,144.2274,74.16,60,40,4.61,haze
161,Kruisfontein,ZA,-34.0033,24.7314,62.89,83,100,11.54,overcast clouds
162,Sisimiut,GL,66.9395,-53.6735,29.08,95,100,5.59,snow
163,Bilma,NE,18.6853,12.9164,73.96,25,2,6.13,clear sky
164,Dingle,PH,10.9995,122.6711,86.41,71,71,6.29,broken clouds
165,Ilulissat,GL,69.2167,-51.1,24.82,86,75,9.22,snow
166,Mayakonda,IN,14.2833,76.0833,71.76,88,100,2.55,overcast clouds
167,Laguna,US,38.421,-121.4238,59.13,78,1,3.44,clear sky
168,Bourail,NC,-21.5667,165.4833,80.29,62,91,13.85,overcast clouds
169,Hermanus,ZA,-34.4187,19.2345,63.9,80,96,18.23,overcast clouds
170,Puerto Narino,CO,-3.7703,-70.3831,73.35,97,99,2.59,overcast clouds
171,Rio Grande,BR,-32.035,-52.0986,65.16,77,0,13.58,light rain
172,Pangkalanbuun,ID,-2.6833,111.6167,91.78,54,100,0.58,overcast clouds
173,Tautira,PF,-17.7333,-149.15,86.02,67,14,11.9,few clouds
174,Mackenzie,CA,55.2999,-123.1698,19.62,93,90,5.75,light snow
175,College,US,64.8569,-147.8028,-0.74,74,1,0.0,clear sky
176,Prokhorovka,RU,51.0374,36.7325,33.37,89,58,14.05,broken clouds
177,Barra Da Estiva,BR,-13.6261,-41.3269,67.39,81,86,2.82,light rain
178,Darnah,LY,32.767,22.6367,63.57,72,100,20.83,overcast clouds
179,Fortuna,US,40.5982,-124.1573,49.66,66,1,0.0,clear sky
180,Itaqui,BR,-29.1253,-56.5531,67.32,50,0,9.24,clear sky
181,Bambous Virieux,MU,-20.3428,57.7575,78.22,83,40,9.22,light rain
182,Pevek,RU,69.7008,170.3133,-13.43,100,96,5.08,overcast clouds
183,Beringovskiy,RU,63.05,179.3167,-0.02,95,67,10.47,broken clouds
184,Longyearbyen,SJ,78.2186,15.6401,8.44,66,75,8.05,broken clouds
185,Velesin,CZ,48.8295,14.4625,40.64,87,95,4.38,overcast clouds
186,Mount Gambier,AU,-37.8333,140.7667,64.31,45,1,14.97,clear sky
187,Hervey Bay,AU,-25.2986,152.8535,81.03,66,99,12.28,overcast clouds
188,Yarmouth,US,41.7057,-70.2286,45.97,72,1,1.01,clear sky
189,Colomi,BO,-17.35,-65.8667,59.02,81,92,1.48,overcast clouds
190,Azanka,RU,58.0401,64.7893,21.52,94,100,10.4,light snow
191,Ahipara,NZ,-35.1667,173.1667,72.52,66,67,9.4,broken clouds
192,Butaritari,KI,3.0707,172.7902,81.7,70,100,12.35,overcast clouds
193,Sur,OM,22.5667,59.5289,74.82,56,0,10.69,clear sky
194,Arlit,NE,18.7369,7.3853,75.63,20,42,5.75,scattered clouds
195,Khor,RU,47.8861,134.9464,20.97,86,65,3.71,broken clouds
196,East London,ZA,-33.0153,27.9116,62.51,89,100,8.43,light rain
197,Balaipungut,ID,1.05,101.2833,86.41,85,100,1.72,overcast clouds
198,Itoman,JP,26.1247,127.6694,80.98,65,40,12.66,scattered clouds
199,Hamilton,US,39.1834,-84.5333,46.44,71,1,0.0,clear sky
200,Itarema,BR,-2.9248,-39.9167,81.28,73,49,16.33,scattered clouds
201,Roald,NO,62.5833,6.1333,40.33,81,75,11.5,broken clouds
202,Constitucion,CL,-35.3333,-72.4167,55.56,81,43,5.68,scattered clouds
203,Cayenne,GF,4.9333,-52.3333,82.09,85,20,0.0,few clouds
204,Klaksvik,FO,62.2266,-6.589,41.92,75,100,31.36,overcast clouds
205,Port Blair,IN,11.6667,92.75,83.89,75,16,12.66,few clouds
206,Lompoc,US,34.6391,-120.4579,64.81,85,1,6.91,clear sky
207,Qaqortoq,GL,60.7167,-46.0333,34.3,99,100,4.21,moderate rain
208,Teya,RU,60.3778,92.6267,2.71,95,100,3.74,light snow
209,Belmonte,BR,-15.8631,-38.8828,77.5,86,94,7.52,overcast clouds
210,Riviere-Au-Renard,CA,48.9957,-64.3971,28.4,77,18,5.61,few clouds
211,Esmeraldas,BR,-19.7625,-44.3139,70.11,95,100,3.27,overcast clouds
212,Winona,US,43.9666,-91.7668,36.95,86,1,0.0,clear sky
213,Airai,TL,-8.9266,125.4092,77.65,54,79,1.66,broken clouds
214,Isangel,VU,-19.55,169.2667,84.31,70,75,4.61,broken clouds
215,Danlugan,PH,7.8914,123.3728,85.14,68,34,2.93,scattered clouds
216,Hofn,IS,64.2539,-15.2082,34.36,51,100,4.52,overcast clouds
217,Pochutla,MX,15.7432,-96.4661,72.43,89,2,4.32,clear sky
218,Hambantota,LK,6.1241,81.1185,77.34,83,0,5.75,clear sky
219,Ponta Do Sol,PT,32.6667,-17.1,66.13,70,100,6.31,overcast clouds
220,Souillac,MU,-20.5167,57.5167,78.37,83,40,9.22,scattered clouds
221,Vangaindrano,MG,-23.35,47.6,74.08,86,37,5.61,scattered clouds
222,Malpe,IN,13.35,74.7167,78.1,86,55,8.7,broken clouds
223,Esperance,AU,-33.8667,121.9,76.84,41,0,12.75,clear sky
224,Stornoway,GB,58.2093,-6.3865,40.96,80,75,5.99,broken clouds
225,Tsabong,BW,-26.0217,22.401,71.49,54,15,21.77,few clouds
226,Swiecie,PL,53.4095,18.4474,48.79,81,100,15.26,overcast clouds
227,Sassandra,CI,4.95,-6.0833,78.69,88,34,6.6,scattered clouds
228,Olafsvik,IS,64.8945,-23.7142,37.36,98,100,22.48,light rain
229,Teguise,ES,29.0605,-13.564,59.22,77,0,8.05,clear sky
230,Huarmey,PE,-10.0681,-78.1522,64.89,87,83,8.14,broken clouds
231,Bilibino,RU,68.0546,166.4372,-14.66,81,31,3.8,scattered clouds
232,The Pas,CA,53.8251,-101.2541,17.62,73,90,23.02,light snow
233,Jiazi,CN,22.8779,116.067,75.02,69,64,9.35,broken clouds
234,Katsuura,JP,35.1333,140.3,59.18,72,100,7.0,overcast clouds
235,Kronach,DE,50.2396,11.3331,41.56,84,25,3.31,scattered clouds
236,Luderitz,NA,-26.6481,15.1594,56.77,91,1,11.14,clear sky
237,Iacu,BR,-12.7672,-40.2117,72.81,82,54,3.96,broken clouds
238,Sitka,US,57.0531,-135.33,42.69,70,90,28.77,light rain
239,Saldanha,ZA,-33.0117,17.9442,59.05,82,4,10.54,clear sky
240,Saint-Francois,FR,46.4154,3.9054,38.68,99,90,4.61,fog
241,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.89,84,100,14.0,overcast clouds
242,Kodiak,US,57.79,-152.4072,33.31,75,90,12.66,light snow
243,Tura,IN,25.5198,90.2201,71.74,60,71,1.54,broken clouds
244,Baykit,RU,61.67,96.37,-12.15,99,100,2.51,overcast clouds
245,Cap Malheureux,MU,-19.9842,57.6142,78.48,68,0,5.99,light rain
246,Hammerfest,NO,70.6634,23.6821,28.85,54,40,13.8,snow
247,Voyvozh,RU,62.892,54.9635,20.88,94,99,7.54,overcast clouds
248,Maningrida,AU,-12.0667,134.2667,91.17,48,100,11.07,overcast clouds
249,Korla,CN,41.7597,86.1469,28.72,58,0,3.89,clear sky
250,Sandwick,GB,60.0,-1.25,40.82,65,40,18.41,scattered clouds
251,Sobolevo,RU,54.4299,31.8996,37.08,88,100,12.15,overcast clouds
252,Pringsewu,ID,-5.3582,104.9744,85.1,62,100,2.35,overcast clouds
253,Teahupoo,PF,-17.8333,-149.2667,80.56,67,14,12.17,few clouds
254,Richards Bay,ZA,-28.783,32.0377,64.04,85,100,4.7,light rain
255,Olinda,BR,-8.0089,-34.8553,82.13,69,40,8.05,scattered clouds
256,South Lake Tahoe,US,38.9332,-119.9844,39.85,62,1,8.05,clear sky
257,Guasdualito,VE,7.2424,-70.7324,78.66,72,73,1.43,light rain
258,Carandai,BR,-20.9536,-43.8064,59.34,97,100,7.47,overcast clouds
259,Faanui,PF,-16.4833,-151.75,80.15,74,10,15.86,clear sky
260,Vrangel,RU,42.7297,133.0839,41.81,63,100,13.09,overcast clouds
261,Tocopilla,CL,-22.092,-70.1979,65.79,61,10,3.11,clear sky
262,Aleksandrov Gay,RU,50.147,48.5704,36.18,90,100,21.23,overcast clouds
263,Christchurch,NZ,-43.5333,172.6333,66.4,60,75,4.0,light rain
264,Leshukonskoye,RU,64.8989,45.7622,22.46,97,99,4.68,overcast clouds
265,Sola,VU,-13.8833,167.55,80.51,74,100,10.07,overcast clouds
266,Khatanga,RU,71.9667,102.5,-20.09,99,100,5.06,overcast clouds
267,Visnes,NO,59.3556,5.2242,42.85,81,20,24.16,few clouds
268,Jamame,SO,0.0722,42.7506,77.09,86,26,6.53,scattered clouds
269,Arcos De La Frontera,ES,36.7508,-5.8106,56.32,86,79,5.99,broken clouds
270,Kapit,MY,2.0167,112.9333,84.7,67,96,1.16,overcast clouds
271,Khasan,RU,42.4308,130.6434,38.7,53,100,8.08,overcast clouds
272,Zhezkazgan,KZ,47.8043,67.7144,16.93,86,100,7.34,overcast clouds
273,Mirnyy,RU,62.5353,113.9611,-6.5,94,100,0.98,overcast clouds
274,Karimpur,IN,23.9667,88.6167,75.76,51,51,2.93,broken clouds
275,La Ronge,CA,55.1001,-105.2842,10.65,67,90,17.27,light shower snow
276,Portland,US,45.5234,-122.6762,45.25,87,20,1.01,few clouds
277,Kalabo,ZM,-14.97,22.6814,68.74,85,100,2.48,overcast clouds
278,Okhotsk,RU,59.3833,143.3,9.45,78,99,17.9,overcast clouds
279,Galle,LK,6.0367,80.217,81.68,70,78,12.19,broken clouds
280,Rocha,UY,-34.4833,-54.3333,57.31,70,0,6.06,clear sky
